Field,Phase,SI,log_IAP,"log K(300 K, 1 atm)",Form
MIDWAY-SUNSET,Lansfordite,-2.05,2.79,4.84,MgCO3:5H2O
MIDWAY-SUNSET,Lawrencite,-17.77,-8.72,9.05,FeCl2
MIDWAY-SUNSET,Leonite,-12.76,-16.88,-4.11,K2Mg(SO4)2:4H2O
MIDWAY-SUNSET,Lime,-20.26,12.31,32.57,CaO
MIDWAY-SUNSET,Magnesite,0.53,2.8,2.27,MgCO3
MIDWAY-SUNSET,Magnetite,13.02,23.44,10.42,Fe3O4
MIDWAY-SUNSET,Manganite,-4.32,-4.48,-0.16,MnO(OH)
MIDWAY-SUNSET,Manganosite,-8.62,9.3,17.92,MnO
MIDWAY-SUNSET,Melanterite,-8.46,-10.86,-2.4,FeSO4:7H2O
MIDWAY-SUNSET,Mercallite,-13.16,-14.6,-1.44,KHSO4
MIDWAY-SUNSET,Mg,-90.79,31.73,122.52,Mg
MIDWAY-SUNSET,Mg(g),-110.52,31.73,142.25,Mg
MIDWAY-SUNSET,Mg1.25SO4(OH)0.5:0.5H2O,-9.25,-4.06,5.2,Mg1.25SO4(OH)0.5:0.5H2O
MIDWAY-SUNSET,Mg1.5SO4(OH),-10.18,-0.98,9.21,Mg1.5SO4(OH)
MIDWAY-SUNSET,MgCl2:2H2O,-17.76,-5.02,12.73,MgCl2:2H2O
MIDWAY-SUNSET,MgCl2:4H2O,-12.33,-5.03,7.3,MgCl2:4H2O
MIDWAY-SUNSET,MgCl2:H2O,-21.09,-5.02,16.07,MgCl2:H2O
MIDWAY-SUNSET,MgOHCl,-12.24,3.65,15.89,MgOHCl
MIDWAY-SUNSET,MgSeO3,-11.6,-9.93,1.67,MgSeO3
MIDWAY-SUNSET,MgSeO3:6H2O,-6.51,-9.95,-3.44,MgSeO3:6H2O
MIDWAY-SUNSET,MgSO4,-11.97,-7.14,4.83,MgSO4
MIDWAY-SUNSET,Mirabilite,-4.48,-5.63,-1.15,Na2SO4:10H2O
MIDWAY-SUNSET,Misenite,-86.23,-97.3,-11.08,K8H6(SO4)7
MIDWAY-SUNSET,Mn,-54.23,28.7,82.93,Mn
MIDWAY-SUNSET,Mn(OH)2(am),-6.01,9.29,15.31,Mn(OH)2
MIDWAY-SUNSET,Mn(OH)3,-10.82,-4.48,6.34,Mn(OH)3
MIDWAY-SUNSET,MnCl2:2H2O,-12.05,-8.05,4,MnCl2:2H2O
MIDWAY-SUNSET,MnCl2:4H2O,-10.81,-8.06,2.75,MnCl2:4H2O
MIDWAY-SUNSET,MnCl2:H2O,-13.59,-8.05,5.54,MnCl2:H2O
MIDWAY-SUNSET,MnO2(gamma),-10.2,-26.33,-16.13,MnO2
MIDWAY-SUNSET,MnSe,-35.82,-46.51,-10.7,MnSe
MIDWAY-SUNSET,MnSeO3,-5.69,-12.96,-7.27,MnSeO3
MIDWAY-SUNSET,MnSeO3:2H2O,-6.63,-12.97,-6.33,MnSeO3:2H2O
MIDWAY-SUNSET,MnSO4,-12.77,-10.17,2.61,MnSO4
MIDWAY-SUNSET,Molysite,-32.08,-18.61,13.47,FeCl3
MIDWAY-SUNSET,Monohydrocalcite,0.11,2.78,2.68,CaCO3:H2O
MIDWAY-SUNSET,Na,-50.74,16.63,67.37,Na
MIDWAY-SUNSET,Na(g),-64.23,16.63,80.86,Na
MIDWAY-SUNSET,Na2CO3,-6.82,4.34,11.16,Na2CO3
MIDWAY-SUNSET,Na2CO3:7H2O,-5.62,4.32,9.94,Na2CO3:7H2O
MIDWAY-SUNSET,Na2O,-53.56,13.86,67.42,Na2O
MIDWAY-SUNSET,Na2Se,-53.78,-41.95,11.83,Na2Se
MIDWAY-SUNSET,Na2Se2,-55.81,-117.16,-61.35,Na2Se2
MIDWAY-SUNSET,Na3H(SO4)2,-17.25,-18.14,-0.89,Na3H(SO4)2
MIDWAY-SUNSET,Na4Ca(SO4)3:2H2O,-12.47,-18.37,-5.89,Na4Ca(SO4)3:2H2O
MIDWAY-SUNSET,NaFeO2,-5.55,14.34,19.88,NaFeO2
MIDWAY-SUNSET,Nahcolite,-2.45,-2.59,-0.14,NaHCO3
MIDWAY-SUNSET,Natron,-5.28,4.31,9.59,Na2CO3:10H2O
MIDWAY-SUNSET,Nesquehonite,-2.49,2.79,5.29,MgCO3:3H2O
MIDWAY-SUNSET,Niter,-7.74,-7.96,-0.22,KNO3
MIDWAY-SUNSET,Nitrobarite,-12.8,-15.3,-2.49,Ba(NO3)2
MIDWAY-SUNSET,NO2(g),-11.48,-3.13,8.35,NO2
MIDWAY-SUNSET,O2(g),-35.91,-38.8,-2.89,O2
MIDWAY-SUNSET,Oxychloride-Mg,-9.87,15.96,25.83,Mg2Cl(OH)3:4H2O
MIDWAY-SUNSET,Pentahydrite,-5.77,-7.15,-1.39,MgSO4:5H2O
MIDWAY-SUNSET,Periclase,-9,12.33,21.33,MgO
MIDWAY-SUNSET,Picromerite,-12.44,-16.88,-4.44,K2Mg(SO4)2:6H2O
MIDWAY-SUNSET,Pirssonite,-4.2,7.12,11.32,Na2Ca(CO3)2:2H2O
MIDWAY-SUNSET,Polyhalite,-16.86,-31.18,-14.31,K2MgCa2(SO4)4:2H2O
MIDWAY-SUNSET,Portlandite,-10.24,12.31,22.55,Ca(OH)2
MIDWAY-SUNSET,Pyrolusite,-8.67,-26.33,-17.66,MnO2
MIDWAY-SUNSET,Rhodochrosite,-0.01,-0.23,-0.22,MnCO3
MIDWAY-SUNSET,Scacchite,-16.79,-8.05,8.74,MnCl2
MIDWAY-SUNSET,Se,-9.55,16.54,26.1,Se
MIDWAY-SUNSET,Se2O5,-59.42,-49.93,9.49,Se2O5
MIDWAY-SUNSET,SeCl4,-71.28,-56.94,14.33,SeCl4
MIDWAY-SUNSET,SeO3,-46.84,-27.68,19.16,SeO3
MIDWAY-SUNSET,Siderite,-0.68,-0.9,-0.22,FeCO3
MIDWAY-SUNSET,Sr,-111.43,30.34,141.77,Sr
MIDWAY-SUNSET,Sr(NO3)2,-15.86,-14.72,1.14,Sr(NO3)2
MIDWAY-SUNSET,Sr(NO3)2:4H2O,-15.42,-14.74,0.69,Sr(NO3)2:4H2O
MIDWAY-SUNSET,Sr(OH)2,-16.58,10.94,27.52,Sr(OH)2
MIDWAY-SUNSET,Sr3(AsO4)2,-19.41,1.2,20.61,Sr3(AsO4)2
MIDWAY-SUNSET,SrCl2,-14.3,-6.4,7.9,SrCl2
MIDWAY-SUNSET,SrCl2:2H2O,-9.69,-6.41,3.29,SrCl2:2H2O
MIDWAY-SUNSET,SrCl2:6H2O,-7.91,-6.42,1.49,SrCl2:6H2O
MIDWAY-SUNSET,SrCl2:H2O,-11.14,-6.4,4.73,SrCl2:H2O
MIDWAY-SUNSET,SrO,-30.94,10.94,41.88,SrO
MIDWAY-SUNSET,SrSeO4,-12.33,-16.73,-4.4,SrSeO4
MIDWAY-SUNSET,Starkeyite,-6.15,-7.15,-1,MgSO4:4H2O
MIDWAY-SUNSET,Strontianite,1.76,1.42,-0.34,SrCO3
MIDWAY-SUNSET,Sylvite,-4.63,-3.8,0.83,KCl
MIDWAY-SUNSET,Syngenite,-9.28,-16.88,-7.6,K2Ca(SO4)2:H2O
MIDWAY-SUNSET,Tachyhydrite,-32.25,-15.11,17.14,Mg2CaCl6:12H2O
MIDWAY-SUNSET,Thenardite,-5.25,-5.6,-0.36,Na2SO4
MIDWAY-SUNSET,Thermonatrite,-6.6,4.33,10.94,Na2CO3:H2O
MIDWAY-SUNSET,Todorokite,-43.01,-88.83,-45.82,Mn7O12:3H2O
MIDWAY-SUNSET,Trona-K,-13.97,-2.38,11.59,K2NaH(CO3)2:2H2O
MIDWAY-SUNSET,Witherite,3.86,0.85,-3.02,BaCO3
MIDWAY-SUNSET,Wustite,-4.36,8.04,12.4,Fe.947O
